2025-02-18 19:55:00,245.3000,245.4500,245.0200,245.4000,2162
2025-02-18 19:50:00,245.2400,245.4091,245.0201,245.3800,6036
2025-02-18 19:45:00,245.0400,245.2400,245.0000,245.2001,5522
2025-02-18 19:40:00,245.1800,245.1800,244.9000,245.0500,4266
2025-02-18 19:35:00,244.9000,245.1800,244.9000,245.1100,9592
2025-02-18 19:30:00,244.9900,244.9900,244.9000,244.9020,1804
2025-02-18 19:25:00,244.9100,245.0000,244.9000,244.9600,498
2025-02-18 19:20:00,244.9800,245.0000,244.8700,244.9200,1153
2025-02-18 19:15:00,244.9900,245.0200,244.8600,245.0000,1750
2025-02-18 19:10:00,244.8800,245.0000,244.8500,244.9988,4527
2025-02-18 19:05:00,244.8200,245.0000,244.8200,244.9300,1108
2025-02-18 19:00:00,244.9500,244.9500,244.8000,244.8232,1324
2025-02-18 18:55:00,244.8700,244.9500,244.7800,244.9012,1147
2025-02-18 18:50:00,244.9358,244.9500,244.8100,244.9400,1317
2025-02-18 18:45:00,244.7500,244.9000,244.7500,244.8500,1960
2025-02-18 18:40:00,244.8100,244.9000,244.7500,244.7600,774
2025-02-18 18:35:00,244.7300,244.8900,244.7200,244.7512,1813
2025-02-18 18:30:00,244.7600,244.8000,244.7000,244.7800,1681
2025-02-18 18:25:00,244.8400,244.8400,244.7600,244.7600,989
2025-02-18 18:20:00,244.7800,244.8400,244.7600,244.7900,1867
2025-02-18 18:15:00,244.7300,244.8400,244.7000,244.8000,438
2025-02-18 18:10:00,244.8500,244.9000,244.7245,244.8499,4402
2025-02-18 18:05:00,244.6801,244.9400,244.6800,244.8500,2863
2025-02-18 18:00:00,244.5800,244.9900,244.5800,244.6800,6391
2025-02-18 17:55:00,244.5800,244.6800,244.5400,244.5500,681
2025-02-18 17:50:00,244.6500,244.6900,228.4912,244.6699,1055
2025-02-18 17:45:00,244.5400,244.7000,229.2480,244.7000,576651
2025-02-18 17:40:00,244.5400,244.6863,227.4311,244.6720,1906
2025-02-18 17:35:00,244.6100,244.7000,228.7977,244.5500,647
2025-02-18 17:30:00,244.6000,247.6583,228.4912,244.6400,3528
2025-02-18 17:25:00,244.6500,244.6500,241.7383,244.6489,605
2025-02-18 17:20:00,244.6000,244.6500,244.5400,244.5700,1669
2025-02-18 17:15:00,244.5300,244.6700,227.4311,244.5500,1682
2025-02-18 17:10:00,244.5300,244.7700,244.5300,244.6958,1528
2025-02-18 17:05:00,244.5400,244.7900,244.5300,244.5500,3316
2025-02-18 17:00:00,244.5300,244.6000,244.4700,244.5400,5526
2025-02-18 16:55:00,244.5300,244.6000,244.5300,244.5500,904
2025-02-18 16:50:00,244.5200,244.5700,244.4400,244.5300,2432
2025-02-18 16:45:00,244.5100,244.5200,244.4200,244.5200,1791
2025-02-18 16:40:00,244.5707,244.7500,244.4200,244.4200,23473
2025-02-18 16:35:00,244.5800,244.6100,244.4700,244.5700,9161
2025-02-18 16:30:00,244.5700,244.6400,244.4200,244.5701,9066
2025-02-18 16:25:00,244.6300,244.6600,244.1200,244.5700,2188
2025-02-18 16:20:00,244.4201,244.6300,244.4200,244.5500,3317
2025-02-18 16:15:00,244.4700,244.6800,244.4200,244.4215,7891
2025-02-18 16:10:00,244.4700,244.6900,244.3000,244.4200,564417
2025-02-18 16:05:00,244.3025,244.4700,243.9552,244.3012,2667378
